Name,Email,Financial Status,Created at,Paid at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku,Lineitem discount,Lineitem fulfillment status,Subtotal,Shipping,Taxes,Total,Discount Amount,Refunded Amount
#1195,rcampbell@example.org,paid,2025-03-14 21:00:00 +0000,2025-03-14 21:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,10.0,10.0,2.0,22.0,50.0,0.0
#1195,,,2025-03-14 21:00:00 +0000,2025-03-14 21:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1196,msmith@example.org,paid,2025-02-26 17:00:00 +0000,2025-02-26 17:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1196,,,2025-02-26 17:00:00 +0000,2025-02-26 17:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1197,lisa70@example.com,paid,2025-02-08 16:00:00 +0000,2025-02-08 16:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1198,jessica53@example.com,paid,2025-10-13 19:00:00 +0000,2025-10-13 19:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1198,,,2025-10-13 19:00:00 +0000,2025-10-13 19:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1198,,,2025-10-13 19:00:00 +0000,2025-10-13 19:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1199,uali@example.net,paid,2025-11-21 16:00:00 +0000,2025-11-21 16:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,680.0,10.0,136.0,826.0,50.0,0.0
#1200,charlottewood@example.net,paid,2025-05-25 11:00:00 +0000,2025-05-25 11:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1201,juliaharrison@example.org,paid,2025-01-09 11:00:00 +0000,2025-01-09 11:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,315.0,10.0,63.0,388.0,50.0,0.0
#1202,dominic68@example.net,paid,2025-08-22 10:00:00 +0000,2025-08-22 10:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1202,,,2025-08-22 10:00:00 +0000,2025-08-22 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1203,leonarddavis@example.org,paid,2025-08-07 11:00:00 +0000,2025-08-07 11:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,185.0,10.0,37.0,232.0,50.0,0.0
#1204,christian29@example.com,paid,2025-03-29 19:00:00 +0000,2025-03-29 19:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1204,,,2025-03-29 19:00:00 +0000,2025-03-29 19:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1204,,,2025-03-29 19:00:00 +0000,2025-03-29 19:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1205,dalybradley@example.net,paid,2025-09-26 15:00:00 +0000,2025-09-26 15:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1206,malcolmedwards@example.net,paid,2025-05-13 08:00:00 +0000,2025-05-13 08:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1206,,,2025-05-13 08:00:00 +0000,2025-05-13 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1206,,,2025-05-13 08:00:00 +0000,2025-05-13 08:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1207,brooksjustin@example.net,paid,2025-08-25 10:00:00 +0000,2025-08-25 10:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1207,,,2025-08-25 10:00:00 +0000,2025-08-25 10:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1208,catherine70@example.com,paid,2025-03-22 09:00:00 +0000,2025-03-22 09:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1208,,,2025-03-22 09:00:00 +0000,2025-03-22 09:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1208,,,2025-03-22 09:00:00 +0000,2025-03-22 09:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1209,kirsty93@example.org,paid,2025-03-16 16:00:00 +0000,2025-03-16 16:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,450.0,10.0,90.0,550.0,50.0,0.0
#1210,barryjones@example.org,paid,2025-09-22 16:00:00 +0000,2025-09-22 16:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1211,liam73@example.com,paid,2025-07-22 10:00:00 +0000,2025-07-22 10:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,450.0,10.0,90.0,550.0,50.0,0.0
#1211,,,2025-07-22 10:00:00 +0000,2025-07-22 10:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1212,bondjordan@example.org,paid,2025-10-30 19:00:00 +0000,2025-10-30 19:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1212,,,2025-10-30 19:00:00 +0000,2025-10-30 19:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1212,,,2025-10-30 19:00:00 +0000,2025-10-30 19:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1213,iain35@example.com,paid,2025-10-22 12:00:00 +0000,2025-10-22 12:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1214,watkinscolin@example.com,paid,2025-03-25 22:00:00 +0000,2025-03-25 22:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1215,masonsusan@example.org,paid,2025-06-09 15:00:00 +0000,2025-06-09 15:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,150.0,10.0,30.0,190.0,0.0,0.0
#1216,cameron13@example.net,paid,2025-12-14 12:00:00 +0000,2025-12-14 12:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1216,,,2025-12-14 12:00:00 +0000,2025-12-14 12:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1216,,,2025-12-14 12:00:00 +0000,2025-12-14 12:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1217,ewilliams@example.com,paid,2025-12-06 17:00:00 +0000,2025-12-06 17:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1217,,,2025-12-06 17:00:00 +0000,2025-12-06 17:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1218,sian10@example.net,paid,2025-06-20 21:00:00 +0000,2025-06-20 21:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,450.0,10.0,90.0,550.0,50.0,0.0
#1219,sowen@example.com,paid,2025-04-26 13:00:00 +0000,2025-04-26 13:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1219,,,2025-04-26 13:00:00 +0000,2025-04-26 13:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1219,,,2025-04-26 13:00:00 +0000,2025-04-26 13:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1220,katherinemurray@example.com,paid,2025-09-22 19:00:00 +0000,2025-09-22 19:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1220,,,2025-09-22 19:00:00 +0000,2025-09-22 19:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1221,marcus21@example.com,paid,2025-07-28 12:00:00 +0000,2025-07-28 12:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,10.0,10.0,2.0,22.0,50.0,0.0
#1221,,,2025-07-28 12:00:00 +0000,2025-07-28 12:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1222,butcherheather@example.net,paid,2025-06-02 17:00:00 +0000,2025-06-02 17:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1223,jessicaellis@example.net,paid,2025-08-19 13:00:00 +0000,2025-08-19 13:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1223,,,2025-08-19 13:00:00 +0000,2025-08-19 13:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1224,taylormarion@example.org,paid,2025-12-04 16:00:00 +0000,2025-12-04 16:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1224,,,2025-12-04 16:00:00 +0000,2025-12-04 16:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1224,,,2025-12-04 16:00:00 +0000,2025-12-04 16:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1225,mohamedjames@example.com,paid,2025-04-23 17:00:00 +0000,2025-04-23 17:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,310.0,10.0,62.0,382.0,0.0,0.0
#1225,,,2025-04-23 17:00:00 +0000,2025-04-23 17:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1226,owarner@example.com,paid,2025-03-21 22:00:00 +0000,2025-03-21 22:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,420.0,10.0,84.0,514.0,50.0,0.0
#1226,,,2025-03-21 22:00:00 +0000,2025-03-21 22:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1226,,,2025-03-21 22:00:00 +0000,2025-03-21 22:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1227,smithdouglas@example.com,paid,2025-09-10 12:00:00 +0000,2025-09-10 12:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1227,,,2025-09-10 12:00:00 +0000,2025-09-10 12:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1227,,,2025-09-10 12:00:00 +0000,2025-09-10 12:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1228,taylorzoe@example.org,paid,2025-01-28 20:00:00 +0000,2025-01-28 20:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1228,,,2025-01-28 20:00:00 +0000,2025-01-28 20:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1228,,,2025-01-28 20:00:00 +0000,2025-01-28 20:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1229,scott14@example.net,paid,2025-12-19 18:00:00 +0000,2025-12-19 18:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1229,,,2025-12-19 18:00:00 +0000,2025-12-19 18:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1230,nicole72@example.com,paid,2025-05-06 10:00:00 +0000,2025-05-06 10:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1231,abdulhunter@example.net,paid,2025-12-25 14:00:00 +0000,2025-12-25 14:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1231,,,2025-12-25 14:00:00 +0000,2025-12-25 14:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1232,kennethpoole@example.org,paid,2025-02-10 20:00:00 +0000,2025-02-10 20:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,70.0,10.0,14.0,94.0,50.0,0.0
#1232,,,2025-02-10 20:00:00 +0000,2025-02-10 20:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1233,edward33@example.com,paid,2025-06-30 11:00:00 +0000,2025-06-30 11:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1233,,,2025-06-30 11:00:00 +0000,2025-06-30 11:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1234,garry91@example.org,paid,2025-04-14 18:00:00 +0000,2025-04-14 18:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1235,olivergordon@example.com,paid,2025-09-25 14:00:00 +0000,2025-09-25 14:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1235,,,2025-09-25 14:00:00 +0000,2025-09-25 14:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1235,,,2025-09-25 14:00:00 +0000,2025-09-25 14:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1236,mariaanderson@example.org,paid,2025-07-12 09:00:00 +0000,2025-07-12 09:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
#1236,,,2025-07-12 09:00:00 +0000,2025-07-12 09:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1237,eileenward@example.com,paid,2025-05-20 21:00:00 +0000,2025-05-20 21:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,10.0,10.0,2.0,22.0,50.0,0.0
#1237,,,2025-05-20 21:00:00 +0000,2025-05-20 21:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1237,,,2025-05-20 21:00:00 +0000,2025-05-20 21:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1238,gwilliams@example.org,paid,2025-09-22 22:00:00 +0000,2025-09-22 22:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,150.0,10.0,30.0,190.0,0.0,0.0
#1238,,,2025-09-22 22:00:00 +0000,2025-09-22 22:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1238,,,2025-09-22 22:00:00 +0000,2025-09-22 22:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1239,jay37@example.org,paid,2025-05-25 14:00:00 +0000,2025-05-25 14:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1239,,,2025-05-25 14:00:00 +0000,2025-05-25 14:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1239,,,2025-05-25 14:00:00 +0000,2025-05-25 14:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1240,georgehughes@example.net,paid,2025-10-16 12:00:00 +0000,2025-10-16 12:00:00 +0000,2,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,260.0,10.0,52.0,322.0,50.0,0.0
#1241,mburke@example.org,paid,2025-12-27 17:00:00 +0000,2025-12-27 17:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,500.0,10.0,100.0,610.0,0.0,0.0
#1241,,,2025-12-27 17:00:00 +0000,2025-12-27 17:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1241,,,2025-12-27 17:00:00 +0000,2025-12-27 17:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1242,ygiles@example.com,paid,2025-11-26 11:00:00 +0000,2025-11-26 11:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,105.0,10.0,21.0,136.0,50.0,0.0
#1242,,,2025-11-26 11:00:00 +0000,2025-11-26 11:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1243,debramoore@example.net,paid,2025-09-06 09:00:00 +0000,2025-09-06 09:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,120.0,10.0,24.0,154.0,0.0,0.0
#1243,,,2025-09-06 09:00:00 +0000,2025-09-06 09:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,,,,,,
#1243,,,2025-09-06 09:00:00 +0000,2025-09-06 09:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1244,ashleigh77@example.net,paid,2025-01-13 18:00:00 +0000,2025-01-13 18:00:00 +0000,1,Mens Jaya Evo Mules - Black,155.0,25M1501P-FW25P-43-BLACK,0,fulfilled,155.0,10.0,31.0,196.0,0.0,0.0
#1244,,,2025-01-13 18:00:00 +0000,2025-01-13 18:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1245,huntsylvia@example.com,paid,2025-07-07 10:00:00 +0000,2025-07-07 10:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,60.0,10.0,12.0,82.0,0.0,0.0
#1246,stewartzoe@example.com,paid,2025-02-02 19:00:00 +0000,2025-02-02 19:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1246,,,2025-02-02 19:00:00 +0000,2025-02-02 19:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1246,,,2025-02-02 19:00:00 +0000,2025-02-02 19:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1247,peterssophie@example.org,paid,2025-03-15 21:00:00 +0000,2025-03-15 21:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1248,osullivannicola@example.net,paid,2025-09-16 22:00:00 +0000,2025-09-16 22:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1248,,,2025-09-16 22:00:00 +0000,2025-09-16 22:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1249,ohughes@example.net,paid,2025-12-15 13:00:00 +0000,2025-12-15 13:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,730.0,10.0,146.0,886.0,0.0,0.0
#1249,,,2025-12-15 13:00:00 +0000,2025-12-15 13:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1249,,,2025-12-15 13:00:00 +0000,2025-12-15 13:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1250,denise67@example.net,paid,2025-07-09 11:00:00 +0000,2025-07-09 11:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,250.0,10.0,50.0,310.0,50.0,0.0
#1251,marilynmckenzie@example.org,paid,2025-06-12 13:00:00 +0000,2025-06-12 13:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1251,,,2025-06-12 13:00:00 +0000,2025-06-12 13:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1252,lchapman@example.net,paid,2025-05-06 22:00:00 +0000,2025-05-06 22:00:00 +0000,2,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,470.0,10.0,94.0,574.0,0.0,0.0
#1252,,,2025-05-06 22:00:00 +0000,2025-05-06 22:00:00 +0000,2,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,,,,,,
#1252,,,2025-05-06 22:00:00 +0000,2025-05-06 22:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1253,zstephens@example.org,paid,2025-05-14 13:00:00 +0000,2025-05-14 13:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,200.0,10.0,40.0,250.0,50.0,0.0
#1254,hallglen@example.com,paid,2025-10-28 08:00:00 +0000,2025-10-28 08:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,315.0,10.0,63.0,388.0,50.0,0.0
#1254,,,2025-10-28 08:00:00 +0000,2025-10-28 08:00:00 +0000,2,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,,,,,,
#1255,bondemma@example.com,paid,2025-11-20 17:00:00 +0000,2025-11-20 17:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,365.0,10.0,73.0,448.0,0.0,0.0
#1256,zjarvis@example.com,paid,2025-10-09 15:00:00 +0000,2025-10-09 15:00:00 +0000,1,Womens Performa Jane Evo - Beige,150.0,V-SS26P-26W2102PNAN-BEG,0,fulfilled,100.0,10.0,20.0,130.0,50.0,0.0
#1256,,,2025-10-09 15:00:00 +0000,2025-10-09 15:00:00 +0000,2,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1256,,,2025-10-09 15:00:00 +0000,2025-10-09 15:00:00 +0000,1,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,,,,,,
#1257,fbailey@example.net,paid,2025-07-08 22:00:00 +0000,2025-07-08 22:00:00 +0000,1,Sport Uniform Skirt - Black,250.0,SPORT-SKIRT-BLK-M,0,fulfilled,250.0,10.0,50.0,310.0,0.0,0.0
#1257,,,2025-07-08 22:00:00 +0000,2025-07-08 22:00:00 +0000,1,Marmalade Candle - 175g,60.0,CANDLE-MARM-175,0,fulfilled,,,,,,
#1257,,,2025-07-08 22:00:00 +0000,2025-07-08 22:00:00 +0000,1,Hollywood Banana Longsleeve Tee,235.0,RU02E1262-FW25P-50-WASHE,0,fulfilled,,,,,,
#1258,webbfrancis@example.org,paid,2025-06-15 22:00:00 +0000,2025-06-15 22:00:00 +0000,2,Oversized Longsleeve Hoodie - Grey,365.0,RU02E1623-FW25P-50-BOSCO,0,fulfilled,680.0,10.0,136.0,826.0,50.0,0.0
